code,parent_code,level,label_el,label_en
38436220-8,38436200-2,6,Αισθητήρες θερμοκρασίας βρασμού για περιστροφικούς εξατμιστήρες,Boiling temperature sensor for rotating evaporators
38436230-1,38436200-2,6,Ρυθμιστές πίεσης για περιστροφικούς εξατμιστήρες,Pressure regulator for rotating evaporators
38436300-3,38436000-0,5,Ανακινητήρες επώασης,Incubating shakers
38436310-6,38436300-3,6,Θερμαντικές εστίες,Heating plates
38436320-9,38436300-3,6,Θερμαντικές εστίες για φιάλες,Heating plates for flasks
38436400-4,38436000-0,5,Μαγνητικοί ανακινητήρες,Magnetic shakers
38436410-7,38436400-4,6,Ρυθμιστές θερμότητας για μηχανικούς ανακινητήρες με θερμαντικές πλάκες,Thermal regulators for mechanical shakers with heating plates
38436500-5,38436000-0,5,Μηχανικοί αναδευτήρες,Mechanical stirrers
38436510-8,38436500-5,6,Φτερωτές για μηχανικούς αναδευτήρες,Blade impellers for mechanical stirrers
38436600-6,38436000-0,5,Ομογενοποιητές εμβάπτισης,Immersion homogenisers
38436610-9,38436600-6,6,Όργανα διασποράς για ομογενοποιητές εμβάπτισης,Dispersing instruments for immersion homogenisers
38436700-7,38436000-0,5,Διασπαστές υπερήχων,Ultrasound disintegrators
38436710-0,38436700-7,6,Μήλες για διασπαστές υπερήχων,Probes for ultrasound disintegrators
38436720-3,38436700-7,6,Μετατροπείς για διασπαστές υπερήχων,Converters for ultrasound disintegrators
38436730-6,38436700-7,6,Θάλαμοι συνεχούς ροής για διασπαστές υπερήχων,Continuous-flow chambers for ultrasound disintegrators
38436800-8,38436000-0,5,Ομογενοποιητές με περιστρεφόμενα πτερύγια,Rotating blade homogenizers
38437000-7,38430000-8,4,Εργαστηριακά σιφώνια (πιπέτες) και εξαρτήματα,Laboratory pipettes and accessories
38437100-8,38437000-7,5,Σιφώνια (πιπέτες),Pipettes
38437110-1,38437100-8,6,Ρύγχη σιφωνίων (πιπετών),Pipette tips
38437120-4,38437100-8,6,Υποστάτες σιφωνίων (πιπετών),Pipette stands
38500000-0,38000000-5,2,Συσκευές ελέγχου και δοκιμών,Checking and testing apparatus
38510000-3,38500000-0,3,Μικροσκόπια,Microscopes
38511000-0,38510000-3,4,Ηλεκτρονικά μικροσκόπια,Electron microscopes
38511100-1,38511000-0,5,Ηλεκτρονικά μικροσκόπια σάρωσης,Scanning electron microscopes
38511200-2,38511000-0,5,Ηλεκτρονικά μικροσκόπια μετάδοσης,Transmission electron microscope
38512000-7,38510000-3,4,Ιοντικά και μοριακά μικροσκόπια,Ion and molecular microscopes
38512100-8,38512000-7,5,Ιοντικά μικροσκόπια,Ion microscopes
38512200-9,38512000-7,5,Μονοφθάλμια μικροσκόπια,Molecular microscopes
38513000-4,38510000-3,4,Ανεστραμμένα μικροσκόπια και μεταλλουργικά μικροσκόπια,Inverted and metallurgical microscopes
38513100-5,38513000-4,5,Ανεστραμμένα μικροσκόπια,Inverted microscopes
38513200-6,38513000-4,5,Μεταλλουργικά μικροσκόπια,Metallurgical microscopes
38514000-1,38510000-3,4,Μικροσκόπια σκοτεινού πεδίου και μικροσκόπια με κεφαλή σάρωσης,Darkfield and scanning probe microscopes
38514100-2,38514000-1,5,Μικροσκόπια σκοτεινού πεδίου,Darkfield microscopes
38514200-3,38514000-1,5,Μικροσκόπια με κεφαλή σάρωσης,Scanning probe microscopes
38515000-8,38510000-3,4,Μικροσκόπια φθορισμού και πολωτικά μικροσκόπια,Fluorescent and polarising microscopes
38515100-9,38515000-8,5,Μικροσκόπια φθορισμού,Polarising microscopes
38515200-0,38515000-8,5,Πολωτικά μικροσκόπια,Fluorescent microscopes
38516000-5,38510000-3,4,Διοφθαλμικά σύνθετα φωτομικροσκόπια,Monocular and/or binocular light compound microscopes
38517000-2,38510000-3,4,Ακουστικά μικροσκόπια και μικροσκόπια προβολής,Acoustic and projection microscopes
38517100-3,38517000-2,5,Ακουστικά μικροσκόπια,Acoustic microscopes
38517200-4,38517000-2,5,Μικροσκόπια προβολής,Projection microscopes
38518000-9,38510000-3,4,"Φωτομικροσκόπια ευρέος πεδίου, στερεοσκοπικά ή ανατομικά","Wide field, stereo or dissecting light microscopes"
38518100-0,38518000-9,5,Φωτομικροσκόπια ευρέος πεδίου,Wide field microscopes
38518200-1,38518000-9,5,Στερεοσκοπικά ή ανατομικά φωτομικροσκόπια,Stereo or dissecting light microscopes
38519000-6,38510000-3,4,Διάφορα δομικά μέρη για μικροσκόπια,Miscellaneous compounds for microscopes
38519100-7,38519000-6,5,Διατάξεις φωτισμού για μικροσκόπια,Illuminators for microscopes
38519200-8,38519000-6,5,Αντικειμενικοί φακοί μικροσκοπίων,Microscope objectives
38519300-9,38519000-6,5,Προσαρτήματα φωτογραφικά ή βίντεο για μικροσκόπια,Photo or video attachments for microscopes
38519310-2,38519300-9,6,Φωτογραφικά προσαρτήματα για μικροσκόπια,Photo attachments for microscopes
38519320-5,38519300-9,6,Προσαρτήματα βίντεο για μικροσκόπια,Video attachments for microscopes
38519400-0,38519000-6,5,Αντικειμενοφόροι πλάκες αυτόματης ρύθμισης για μικροσκόπια,Automated microscope stages
38519500-1,38519000-6,5,Ανταλλακτικές λυχνίες για εργαστηριακά μικροσκόπια,Laboratory microscope replacement bulbs
38519600-2,38519000-6,5,"Προσοφθάλμιοι φακοί, συμπυκνωτές, συλλέκτες, σωλήνες, αντικειμενοφόροι πλάκες και καλύμματα για μικροσκόπια","Microscope eyepieces, condensers, collectors, tubes, stages and covers"
38519610-5,38519600-2,6,Προσοφθάλμιοι φακοί μικροσκοπίων,Microscope eyepieces
38519620-8,38519600-2,6,Συμπυκνωτές μικροσκοπίων,Microscope condensers
38519630-1,38519600-2,6,Συλλέκτες μικροσκοπίων,Microscope collectors
38519640-4,38519600-2,6,Σωλήνες μικροσκοπίων,Microscope tubes
38519650-7,38519600-2,6,Αντικειμενοφόροι πλάκες μικροσκοπίων,Microscope stages
38519660-0,38519600-2,6,Καλύμματα μικροσκοπίων,Microscope covers
38520000-6,38500000-0,3,Σαρωτές,Scanners
38521000-3,38520000-6,4,Σαρωτές πίεσης,Pressure scanners
38522000-0,38520000-6,4,Σαρωτές χρωματογραφίας,Chromatographic scanners
38527100-6,38520000-6,5,Δοσίμετρα θαλάμων ιοντισμού,Ionization chamber dosimeters
38527200-7,38520000-6,5,Δοσίμετρα,Dosimeters
38527300-8,38520000-6,5,Συστήματα δευτερογενούς πρότυπης δοσιμέτρησης,Secondary standard dosimetry systems
38527400-9,38520000-6,5,Συσκευές δοσιμέτρησης φαντάσματος,Phantom dosimeters
38530000-9,38500000-0,3,Συσκευές περίθλασης,Diffraction apparatus
38540000-2,38500000-0,3,Μηχανές και συσκευές δοκιμών και μετρήσεων,Machines and apparatus for testing and measuring
38541000-9,38540000-2,4,Συσκευές δοκιμών συγκολλησιμότητας,Solderability testers
38542000-6,38540000-2,4,Σερβοϋδραυλικές συσκευές δοκιμών,Servo-hydraulic test apparatus
38543000-3,38540000-2,4,Εξοπλισμός ανίχνευσης αερίων,Gas-detection equipment
38544000-0,38540000-2,4,Συσκευές ανίχνευσης ναρκωτικών,Drug detection apparatus
38545000-7,38540000-2,4,Συσκευές ποιοτικής ή ποσοτικής ανάλυσης αερίων,Gas-testing kits
38546000-4,38540000-2,4,Σύστημα ανίχνευσης εκρηκτικών υλών,Explosives detection system
38546100-5,38546000-4,5,Ανιχνευτές βομβών,Bomb detectors
38547000-1,38540000-2,4,Συστήματα δοσιμετρίας,Dosimetry system
38548000-8,38540000-2,4,Όργανα οχημάτων,Instruments for vehicles
38550000-5,38500000-0,3,Μετρητές,Meters
38551000-2,38550000-5,4,Μετρητές ενέργειας,Energy meters
38552000-9,38550000-5,4,Ηλεκτρονικοί μετρητές,Electronic meters
38553000-6,38550000-5,4,Μαγνητικοί μετρητές,Magnetic meters
38554000-3,38550000-5,4,Μετρητές ηλεκτρικής ενέργειας,Electricity meters
38560000-8,38500000-0,3,Μετρητές παραγωγής,Production counters
38561000-5,38560000-8,4,Στροφόμετρα,Revolution counters
38561100-6,38561000-5,5,Ταχύμετρα οχημάτων,Speed indicators for vehicles
38561110-9,38561100-6,6,Ταχόμετρα,Tachometers
38561120-2,38561100-6,6,Ταξίμετρα,Taxi meters
38562000-2,38560000-8,4,Στροβοσκόπια,Stroboscopes
38570000-1,38500000-0,3,Όργανα και συσκευές ρύθμισης και ελέγχου,Regulating and controlling instruments and apparatus
38571000-8,38570000-1,4,Συσκευές περιορισμού ταχύτητας,Speed limiters
38580000-4,38500000-0,3,Μη ιατρικός εξοπλισμός βασισμένος στη χρήση ακτινοβολίας,Non-medical equipment based on the use of radiations
38581000-1,38580000-4,4,Εξοπλισμός σάρωσης αποσκευών,Baggage-scanning equipment
38582000-8,38580000-4,4,Εξοπλισμός επιθεώρησης με ακτίνες Χ,X-ray inspection equipment
38600000-1,38000000-5,2,Οπτικά όργανα,Optical instruments
38620000-7,38600000-1,3,Πολωτικό υλικό,Polarising material
38621000-4,38620000-7,4,Συσκευές οπτικών ινών,Fibre-optic apparatus
38622000-1,38620000-7,4,Καθρέφτες,Mirrors
38623000-8,38620000-7,4,Οπτικά φίλτρα,Optical filters
38624000-5,38620000-7,4,Οπτικά βοηθήματα,Optical aids
38630000-0,38600000-1,3,Αστρονομικά και οπτικά όργανα,Astronomical and optical instruments
38631000-7,38630000-0,4,Διόπτρες,Binoculars
38632000-4,38630000-0,4,Γυαλιά νυκτός,Nightglasses
38633000-1,38630000-0,4,Τηλεσκοπικές διόπτρες,Telescopic sights
38634000-8,38630000-0,4,Οπτικά μικροσκόπια,Optical microscopes
38635000-5,38630000-0,4,Τηλεσκόπια,Telescopes
38636000-2,38630000-0,4,Ειδικά οπτικά όργανα,Specialist optical instruments
38636100-3,38636000-2,5,Λέιζερ,Lasers
38636110-6,38636100-3,6,Βιομηχανικά λέιζερ,Industrial lasers
38640000-3,38600000-1,3,Συσκευές με υγρούς κρυστάλλους,Liquid crystal devices
38641000-0,38640000-3,4,Περισκόπια,Periscopes
38650000-6,38600000-1,3,Φωτογραφικός εξοπλισμός,Photographic equipment
38651000-3,38650000-6,4,Φωτογραφικές μηχανές,Cameras
38651100-4,38651000-3,5,Φακοί φωτογραφικών μηχανών,Camera lenses
38651200-5,38651000-3,5,Στελέχη φωτογραφικών μηχανών,Camera bodies
38651300-6,38651000-3,5,Φωτογραφικές μηχανές για την προετοιμασία εκτυπωτικών πλακών ή κυλίνδρων,Cameras for preparing printing plates or cylinders
38651400-7,38651000-3,5,Φωτογραφικές μηχανές άμεσης εκτύπωσης,Instant print cameras
38651500-8,38651000-3,5,Κινηματογραφικές μηχανές λήψης,Cinematographic cameras
38651600-9,38651000-3,5,Ψηφιακές κάμερες,Digital cameras
38652000-0,38650000-6,4,Κινηματογραφικές μηχανές προβολής,Cinematographic projectors
38652100-1,38652000-0,5,Μηχανές προβολής,Projectors
38652110-4,38652100-1,6,Προβολείς διαφανειών,Slide projectors
38652120-7,38652100-1,6,Βιντεοπροβολείς,Video projectors
38652200-2,38652000-0,5,Συσκευές μεγέθυνσης,Enlargers
38652300-3,38652000-0,5,Συσκευές σμίκρυνσης,Reducers
38653000-7,38650000-6,4,Συσκευές για φωτογραφικά εργαστήρια,Apparatus for photographic laboratories
38653100-8,38653000-7,5,Συσκευές φλας,Flashlights
38653110-1,38653100-8,6,Φωτογραφικά φλας,Photographic flashbulbs
38653111-8,38653110-1,7,Φωτογραφικά κυβοφλάς μιας χρήσης,Photographic flashcubes
38653200-9,38653000-7,5,Φωτογραφικές συσκευές μεγέθυνσης,Photographic enlargers
